page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p537,537,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_589.jpg
p538,538,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_590.jpg
p539,539,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_591.jpg
p540,540,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_592.jpg
p541,541,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_593.jpg
p542,542,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_594.jpg
p543,543,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_595.jpg
p544,544,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_596.jpg
p545,545,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_597.jpg
p546,546,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_598.jpg
p547,547,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_599.jpg
p548,548,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_600.jpg
p549,549,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_601.jpg
p550,550,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_602.jpg
p551,551,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_603.jpg
p552,552,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_604.jpg
p553,553,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_605.jpg
p554,554,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_606.jpg
p555,555,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_607.jpg
p556,556,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_608.jpg
p557,557,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_609.jpg
p558,558,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_610.jpg
p559,559,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_611.jpg
p560,560,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_612.jpg
p561,561,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_613.jpg
p562,562,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_614.jpg
p563,563,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_615.jpg
p564,564,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_616.jpg
p565,565,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_617.jpg
p566,566,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_618.jpg
p567,567,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_619.jpg
p568,568,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_620.jpg
p569,569,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_621.jpg
p570,570,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_622.jpg
p571,571,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_623.jpg
p572,572,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_624.jpg
p573,573,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_625.jpg
p574,574,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_626.jpg
p575,575,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_627.jpg
p576,576,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_628.jpg
p577,577,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_629.jpg
p578,578,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_630.jpg
p579,579,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_631.jpg
p580,580,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_632.jpg
p581,581,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_633.jpg
p582,582,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_634.jpg
p583,583,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_635.jpg
p584,584,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_636.jpg
p585,585,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_637.jpg
p586,586,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_638.jpg
p587,587,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_639.jpg
p588,588,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_640.jpg
p589,589,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_641.jpg
p590,590,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_642.jpg
p591,591,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_643.jpg
p592,592,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_644.jpg
p593,593,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_645.jpg
p594,594,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_646.jpg
p595,595,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_647.jpg
p596,596,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_648.jpg
p597,597,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_649.jpg
p598,598,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_650.jpg
p599,599,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_651.jpg
p600,600,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_652.jpg
p601,601,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_653.jpg
p602,602,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_654.jpg
p603,603,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_655.jpg
p604,604,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_656.jpg
p605,605,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_657.jpg
p606,606,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_658.jpg
p607,607,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_659.jpg
p608,608,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_660.jpg
p609,609,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_661.jpg
p610,610,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_662.jpg
p611,611,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_663.jpg
p612,612,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_664.jpg
p613,613,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_665.jpg
p614,614,IX. REFERENCES,IX. References continuation,reference_bibliography,"Reference-section page listing literature citations associated with the named reactions covered in the handbook, intended as a back-of-book bibliography and source trail for the main reaction entries.",References,,Backmatter bibliography page.,named reactions_666.jpg
