page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p569,569,REACTION CATEGORIES,8.3 Reaction Categories,category_index,"Appendix category table page grouping named reactions by synthetic objective and brief use, so that reactions can be located from transformation class rather than by name.",Reaction Categories,,Category-based lookup page crosslinking named reactions to broad synthetic-use classes.,named reactions_569.jpg
p570,570,AFFECTED FUNCTIONAL GROUPS,8.4 Affected Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by affected or newly formed functional group, intended to help find transformations from product-side functional-group goals.",Affected Functional Groups,,Functional-group lookup page organized around affected or newly generated motifs.,named reactions_570.jpg
p571,571,AFFECTED FUNCTIONAL GROUPS,8.4 Affected Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by affected or newly formed functional group, intended to help find transformations from product-side functional-group goals.",Affected Functional Groups,,Functional-group lookup page organized around affected or newly generated motifs.,named reactions_571.jpg
p572,572,AFFECTED FUNCTIONAL GROUPS,8.4 Affected Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by affected or newly formed functional group, intended to help find transformations from product-side functional-group goals.",Affected Functional Groups,,Functional-group lookup page organized around affected or newly generated motifs.,named reactions_572.jpg
p573,573,AFFECTED FUNCTIONAL GROUPS,8.4 Affected Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by affected or newly formed functional group, intended to help find transformations from product-side functional-group goals.",Affected Functional Groups,,Functional-group lookup page organized around affected or newly generated motifs.,named reactions_573.jpg
p574,574,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_574.jpg
p575,575,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_575.jpg
p576,576,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_576.jpg
p577,577,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_577.jpg
p578,578,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_578.jpg
p579,579,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_579.jpg
p580,580,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_580.jpg
p581,581,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_581.jpg
p582,582,PREPARATION OF FUNCTIONAL GROUPS,8.5 Preparation of Functional Groups,functional_group_index,"Appendix lookup table page indexing named reactions by target functional group, precursor functional group, and transformation name to support retrosynthetic planning from desired functionality.",Preparation of Functional Groups,,Functional-group preparation index mapping target groups and substrate groups to appropriate named transformations.,named reactions_582.jpg
